chapter,question,options,correct-answer,note,page,difficulty
6,A vehicle that enters a road from a driveway,"""a: Has the right-of-way, b: Must stop and yield the right-of-way to traffic on the roadway and to pedestrians, c: Must yield to traffic approaching from the right while it has the right-of-way over vehicles approaching from the left""","""b""","""According to the DMV handbook,  'When entering traffic, you must proceed with caution and yield to the traffic already occupying the lanes.' (Page 23) Therefore, a vehicle entering a roadway from a driveway must stop and yield the right-of-way to vehicles already on the roadway and to pedestrians.""",23,easy
6,"When you are merging onto the freeway, you should be driving","""a: at or near the same speed as the traffic on the freeway, b: 5 to 10 mph slower than the traffic on the freeway, c: The posted speed limit for traffic on the freeway""","""a""","""The DMV handbook states 'Be in the proper lane on the on-ramp. - Be at or near the speed of traffic. - Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.' """,23,easy
6,How long before changing lanes on a freeway should you signal?,"""a: 1-2 seconds, b: 2-4 seconds, c: 3-5 seconds""","""c""","""The California Driver's Handbook states, 'Signal at least five seconds before you change lanes on a freeway.' This is the same as 'approximately 400 feet'.""",23,easy
6,You are driving on the freeway and need to exit. You should:,"""a: Use your turn signal and move into the exit lane, b: Exit immediately without signaling, c: Accelerate into the exit lane, d: None of the above""","""a""","""To exit a highway safely, you should know your exit and be aware of when it is approaching. If you plan to change lanes, do so one at a time. Signal and look over your shoulder to check your blind spots. When in the proper lane, signal five seconds (approximately 400 feet) before you exit.""",23,easy
6,"If you miss your exit on the freeway, you should not:","""a: Continue on the freeway and find an alternate route to your destination., b: Proceed to the next exit, c: Back up on the road or shoulder.""","""c""","""According to the DMV Handbook, page 23,  'If you miss your exit, continue around until you return to your exit.'  Therefore, option 'c' is the incorrect answer.""",23,easy
6,"If you want to enter the freeway but you don't see a gap in traffic, you should:","""a: Maintain your speed and force the other drivers to create a gap., b: Slow down on the ramp to wait for a gap., c: Stop at the end of the ramp to wait for a gap.""","""b""","""You should 'Slow down on the ramp to wait for a gap.' as stated on page 23 of the DMV Handbook. It says that when entering a highway, you should 'Be at or near the speed of traffic... Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'""",23,easy
6,To enter a gap in highway traffic:,"""a: Watch only the vehicles behind the gap., b: Check behind you, c: Speed up and let the other vehicles make way.""","""b""","""To merge into a space large enough for your vehicle to safely join the lane, use your mirrors and turn signals. 'Turn your head quickly to look over your shoulder before changing lanes or merging into traffic.'""",23,easy
6,"When entering an interstate highway, you should:","""a: Stop, b: Check for cars and reduce your speed to 25 mph before entering the traffic lane., c: Check for cars""","""c""","""When entering a highway, you will need to: Be in the proper lane on the on-ramp, Be at or near the speed of traffic, Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.""",23,easy
6,"When entering the interstate on a short entrance ramp where there is no acceleration lane, you should:","""a: Immediately enter the far-right traffic lane on the interstate and speed up to match the flow of traffic., b: Use the shoulder of the main road to get up to the speed of traffic., c: Speed up and enter the interstate only after you have identified a gap in traffic.""","""c""","""The correct answer is 'c: Speed up and enter the interstate only after you have identified a gap in traffic.'. The DMV handbook states, 'When you enter a highway, you will need to...Be at or near the speed of traffic...Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'""",23,medium
6,"When entering the interstate, check for a gap in traffic in the nearest lane, adjust your speed to match traffic, signal, and:","""a: Expect traffic to allow you to proceed into the lane, b: Merge carefully into the gap., c: Wait for the lane to clear before merging.""","""b""","""The DMV handbook states that when entering a highway, you should 'Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.' The correct answer is to 'Merge carefully into the gap.' """,23,easy
6,"When entering traffic after being parked at a curb, you:","""a: Should drive more slowly than other traffic for 200 feet., b: Should wait for a large enough gap to get up to the speed of traffic., c: Should wait for the first two vehicles to pass""","""b""","""The DMV handbook states that when entering traffic from a full stop, signal and leave a large enough space to get up to the speed of traffic.""",23,easy
6,You are entering a freeway. Check traffic on the freeway by:,"""a: Using your rearview and side mirrors., b: Using your rearview mirror., c: Using your side mirror and looking over your shoulder.""","""c""","""Before you enter a highway, you will need to...Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.  Use your mirrors and turn signals.  Turn your head quickly to look over your shoulder before changing lanes or merging into traffic.""",23,easy
6,You are preparing to exit the interstate. When should you start reducing your speed?,"""a: About halfway through the deceleration lane., b: As you approach the deceleration lane., c: Immediately upon entering the deceleration lane.""","""b""","""According to the DMV handbook, 'When in the proper lane, signal five seconds (approximately 400 feet) before you exit.' This indicates that you should start reducing your speed as you approach the deceleration lane, allowing ample time for a safe exit.""",23,easy
6,"You were parked and have been waiting a long time with your turn signal on to re-enter traffic. However, traffic is heavy. You should:","""a: Continue waiting and yielding to traffic in the lane., b: Slowly inch your vehicle into the traffic lane., c: Drive on the shoulder until a gap in traffic appears.""","""a""","""You should 'Continue waiting and yielding to traffic in the lane.'  The DMV handbook states that when entering traffic from a full stop, you must 'leave a large enough space to get up to the speed of traffic.' (Page 23)""",23,medium
6,"If a traffic signal is green, but traffic is blocking the intersection, what should you do?","""a: Partially enter the intersection as allowed by traffic., b: Wait and do not enter the intersection until your vehicle can get completely across., c: Drive around the traffic on the shoulder to help ease the congestion.""","""b""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway. 'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'""",24,easy
6,"You are approaching a green traffic light, but traffic is blocking the intersection. What is the best thing to do?","""a: Partially enter the intersection to establish your right-of-way, b: Continue into the intersection and wait for traffic to clear, c: Don't enter the intersection until you can get completely across""","""c""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway. It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.""",24,easy
6,You should not pass another vehicle,"""a: On a multi-lane one-way street, b: Where someone is likely to enter or cross the road, c: When a broken yellow line is on the left side of your lane""","""b""","""You should not pass another vehicle when someone is likely to enter or cross the road. 'Do Not Pass: At crossroads and driveways. - Unless you have enough space to return to your lane.'""",24,easy
6,If an oncoming vehicle has started to turn left in front of you,"""a: Maintain your speed and take your right of way, b: Honk your horn to warn the driver and maintain your speed, c: Slow or stop to prevent a collision""","""c""","""When turning left, do not assume that an oncoming vehicle with its right turn signal on is turning before it reaches you. The driver may have their signal on by mistake or plan to turn just beyond you. Wait for the vehicle to start its turn before beginning the left turn.""",24,medium
6,"You are approaching a green traffic light, but traffic is blocking the intersection. What is the best thing to do?","""a: Partially enter the intersection to establish your right of way., b: Continue into the intersection and wait for traffic to clear., c: Don't enter the intersection until you can get completely across., d: None of the above""","""c""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway. 'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'""",24,easy
6,You may drive off the paved roadway to pass another vehicle,"""a: if the shoulder is wide enough to accommodate your vehicle, b: if the vehicle ahead of you is turning left, c: under no circumstances""","""c""","""According to the DMV Handbook, 'Never drive off the paved or main-traveled part of the road to pass.'""",24,easy
6,You want to pass a vehicle on the road. You should,"""a: Wait until you can see the entire vehicle in your rearview mirror before merging back into your lane, b: Use your horn to alert the other driver of your intention to pass, c: Pass only if there is enough space in the lane ahead of the vehicle, d: None of the above""","""c""","""The DMV handbook states, 'Unless you have enough space to return to your lane.' This means you should only pass if there is enough space in the lane ahead of the vehicle.""",24,easy
6,"After you have passed a vehicle moving in the same direction, it is safe to move back into the right lane:","""a: After about three seconds., b: When you can no longer see the passed vehicle over your right shoulder., c: When you can see the entire front of the passed vehicle in your rearview mirror.""","""c""","""According to page 24 of the DMV handbook, 'Never pass on the left if the driver is signaling a left turn. ... Unless you have enough space to return to your lane.' This indicates that you should only return to your lane when you can safely see the vehicle you have passed in your rearview mirror. Option 'c' is the most accurate description of this situation.""",24,medium
6,"As you approach the top of a hill, you should:","""a: Speed up slightly., b: Prepare to stop, c: Maintain a steady speed.""","""b""","""You should prepare to stop as you approach the top of a hill because you may not be able to see what is ahead.  The DMV handbook states: 'Do not pass if you are approaching a hill or curve and cannot see if other traffic is approaching. This is very dangerous on one and two lane roads.'""",24,easy
6,"If you are facing a green traffic light but the intersection ahead is blocked by traffic, you should:","""a: Turn left and find another route., b: Stay out of the intersection until traffic clears., c: Follow the other vehicles and enter the intersection.""","""b""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway. It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.""",24,easy
6,"If you plan to pass another vehicle, you should:","""a: Not assume the other driver will make space for you to return to your lane., b: Assume the other driver will let you pass if you use your turn signal., c: Assume the other driver will maintain a constant speed.""","""a""","""The DMV handbook states, 'Before you pass, look ahead for road conditions that may cause other vehicles to move into your lane.'  This means you should 'Not assume the other driver will make space for you to return to your lane.' """,24,medium
6,It is unlawful to:,"""a: Pass another vehicle in any marked no passing zone., b: Pass another vehicle over a railroad crossing., c: Both of the above.""","""c""","""The DMV handbook states on page 24, 'You must judge whether you have enough space to pass whenever you approach...a railroad crossing.' and, 'Do Not Pass...Within 100 feet of an intersection, bridge, tunnel, railroad crossing, or other hazardous area.' Therefore, the answer is both.""",24,easy
6,"To pass on a two-lane road, you should:","""a: Sound your horn as you pass., b: Flash your headlights as you pass., c: Judge the distance to any oncoming vehicles.""","""c""","""To safely pass, you must judge whether you have enough space to pass whenever you approach:  - An oncoming vehicle or bicyclist.  - A hill, curve, intersection, or road obstruction.  To safely pass, the hill or curve should be at least one-third of a mile ahead.""",24,easy
6,When passing another vehicle:,"""a: Pass the vehicle as slowly as possible., b: Drive at the same speed as the vehicle you are passing., c: Pass the vehicle as safely and as quickly as possible.""","""c""","""The DMV handbook states that when passing another vehicle, you should 'speed up to pass the vehicle.' This means that you should pass the vehicle as safely and as quickly as possible.""",24,easy
6,Where is it safe to pass another vehicle?,"""a: Within an intersection where there are no oncoming vehicles, b: Wherever signs and/or pavement markings permit passing, c: Within a curve where there are no oncoming vehicles""","""b""","""The DMV handbook states on page 24 that, 'You must judge whether you have enough space to pass whenever you approach: An oncoming vehicle or bicyclist., A hill, curve, intersection, or road obstruction.'  The DMV handbook explains on page 24, 'To safely pass, the hill or curve should be at least one-third of a mile ahead.'""",24,medium
6,You are approaching a green traffic light and traffic is blocking the intersection. What is the best thing to do?,"""a: Partially enter the intersection to establish your right-of-way., b: Don't enter the intersection until you can get completely across., c: Continue into the intersection and wait for traffic to clear.""","""b""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway.  It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.""",24,easy
6,When it is legal to drive off the road to pass another vehicle?,"""a: If the vehicle ahead is turning left., b: It is not legal under any conditions., c: If there are two or more one-way lanes.""","""b""","""According to the DMV Handbook, 'Never drive off the paved or main-traveled part of the road to pass.' (Page 25)""",25,medium
6,Coasting with the gear shift in neutral is,"""a: Recommended in the mountains, b: Safe and conserves gas, c: Against the law""","""c""","""Coasting with the gear shift in neutral is against the law. 'Never drive off the paved or main-traveled part of the road to pass.' This is a dangerous practice.""",25,medium
6,"If you are being passed in a no passing zone, you should:","""a: Pull off the road., b: Maintain your speed and position., c: Slow down and let the other driver safely return to the drive lane.""","""b""","""If a vehicle is passing you or signals that they plan on passing, allow the vehicle to pass. Maintain your lane position and your speed.""",25,medium
6,"When passing on the left of a vehicle, it is safe to move back into the right lane:","""a: After about three seconds., b: When you can no longer see the vehicle over your right shoulder., c: When you can see the front of the vehicle in your rearview mirror.""","""c""","""The DMV handbook states that you should return to your original lane when you can see the front of the vehicle in your rearview mirror.  This indicates you have safely passed the vehicle and can return to your lane.""",25,medium
6,"When passing, you should move back into the right lane when:","""a: You are one vehicle length ahead of the passed vehicle., b: You can see both headlights of the passed vehicle in your rearview mirror., c: You are 50 feet ahead of the passed vehicle.""","""b""","""According to the DMV Handbook, you should move back into the right lane when you can see both headlights of the passed vehicle in your rearview mirror. 'Signal and return to your original lane.'""",25,easy
6,Which of the following is the proper procedure for parallel parking?,"""a: Drive forward into the space without stopping., b: Stop next to the vehicle behind the open space and then drive forward into the space., c: Stop next to the vehicle in front of the open space and then back into the space.""","""c""","""The DMV handbook describes the steps for parallel parking on page 26. The correct answer is option c, 'Stop next to the vehicle in front of the open space and then back into the space.'""",26,easy
6,"In addition to setting your parking brake, what should you do when parking on a hill?","""a: Make sure the front vehicle wheels are parallel to the road., b: Make sure your vehicle is left in the 'neutral' position., c: Make sure your vehicle is in the 'park' position or in gear.""","""c""","""When you park on a hill, your vehicle could roll due to equipment failure.  Remember to set the parking brake and leave the vehicle in park, or in gear for manual transmission.""",26,easy
6,When parking your vehicle on any hill,"""a: Your front wheels should be parallel to the road if there is no curb, b: Use your parking brake and leave the vehicle in gear or 'park', c: One of your rear wheels should touch the curb""","""b""","""To prevent your vehicle from rolling, you must 'set the parking brake and leave the vehicle in park, or in gear for manual transmission.'""",26,easy
6,"To safely back their vehicle, drivers should NOT","""a: Tap their horn before backing up, b: Check in front and behind their vehicle before they get in, c: Look over their right shoulder as they back up""","""b""","""Before backing up, it is important to check for hazards in front and behind the vehicle. 'Observe traffic and check appropriate blind spots.' (Page 26)""",26,easy
6,Parallel parking is when the,"""a: front wheels are turned toward the street, b: vehicle is in line with other parked vehicles, c: rear wheels are touching the curb""","""b""","""Parallel parking is defined as parking 'in line with the road and other parked vehicles'.  The DMV handbook states that on page 26: 'Parallel parking is when you park in line with the road and other parked vehicles.'""",26,easy
6,"When you park on a hill, your vehicle could roll due to an equipment failure. Remember","""a: leave the vehicle in neutral, b: set the parking brake, c: set the parking brake and leave the vehicle in park""","""c""","""The DMV Handbook states: 'Remember to set the parking brake and leave the vehicle in park, or in gear for manual transmission.'""",26,easy
6,Backing your vehicle is:,"""a: Always dangerous to do., b: Dangerous if you have a helper., c: Only dangerous in large vehicles.""","""a""","""The DMV handbook states that 'Stay aware of what is behind you when backing up.' This implies backing up is always dangerous.  'To back up in a straight line: 1. Traffic check. Observe traffic and check appropriate blind spots.'""",26,easy
6,If you parallel park facing downward on a hill:,"""a: Turn your wheels sharply toward the side of the road., b: Turn your wheels away from the side of the road., c: Keep your wheels straight.""","""a""","""To park on a hill headed downhill, turn your front wheels into the curb or right toward the side of the road.""",26,medium
6,When backing up:,"""a: Look through the rear window., b: Press hard on the gas pedal., c: Rely only on your rearview mirror.""","""a""","""When backing up, 'To back up in a straight line: 1. **Traffic check.** Observe traffic and check appropriate blind spots., 2. **Signal.** Activate the turn signal before pulling up to the curb. Cancel the turn signal once completed., 3. **Check your blind spots.** Look in your rearview mirror and over your shoulder for approaching vehicles and pedestrians., 4. **Begin backing up.** Back in a straight line for three vehicle lengths while remaining within three feet of the curb. Stay aware of what is behind you when backing up., 5. **Control.** To maintain control of the vehicle, back at a smooth, safe speed and adjust the steering wheel when needed. Practice until you can keep the vehicle straight. Repeat steps 1 and 2 to pull away from the curb.'""",26,easy
6,When parking your vehicle parallel to the curb on a level street:,"""a: Your front wheels must be turned toward the street., b: Your wheels must be within 18 inches of the curb., c: One of your rear wheels must touch the curb.""","""b""","""According to the DMV handbook, when parallel parking your vehicle, 'Your vehicle should now be parallel and within 18 inches of the curb.'""",26,easy
6,"Left sign or the lane and sign should be used to warn of the reduction in the number of traffic lanes in the direction of travel on a multi lane highway. When parking uphill on a 2 way street with no curb, your front wheels should be","""a: Turn to the left toward the street, b: Turn to the right away from the street, c: Parallel with the pavement, d: Turn the wheels toward the curb""","""b""","""To prevent rolling downhill when parked on a hill with no curb, turn your front wheels to the right away from the street. 'Headed uphill: Turn your front wheels away from the curb (left - towards the center of the road) and let your vehicle roll back a few inches. The wheel should gently touch the curb. '""",27,medium
6,"When parking on a hill on a two-way street with no curb, you should:","""a: Turn your front wheels to the left away from the side of the road., b: Park at a slight angle with rear wheels closer to the road's edge., c: Turn your front wheels to the right toward the side of the road.""","""c""","""To prevent your vehicle from rolling into traffic if the brakes fail, you should turn your front wheels to the right, toward the side of the road.  'Turn the wheels so the vehicle will roll away from the center of the road if the brakes fail. Downhill: turn the wheels toward the curb.' """,27,medium
6,"If you park facing uphill on a street with a curb, set the parking brake and:","""a: Turn the front wheels toward the curb., b: Turn the front wheels away from the curb., c: Leave the front wheels straight.""","""b""","""To prevent your vehicle from rolling backwards, turn the front wheels away from the curb (left towards the center of the road) and let your vehicle roll back a few inches. The wheel should gently touch the curb.""",27,medium
6,"If you park facing uphill where there is no curb, set the parking brake and:","""a: Turn your wheels toward the edge of the road., b: Turn your wheels away from the edge of the road., c: Keep your wheels facing straight.""","""a""","""When parking on a hill without a curb, you should turn your wheels toward the edge of the road to prevent your vehicle from rolling down the hill if the brakes fail.  As quoted in the DMV handbook: 'Headed either uphill or downhill when there is no curb: Turn the wheels so the vehicle will roll away from the center of the road if the brakes fail. Downhill: turn the wheels toward the curb.'""",27,medium
6,In which of the following scenarios should your wheels not be pointed straight ahead?,"""a: When waiting to make a left turn at a traffic light., b: When parked on a hill or sloping driveway., c: When parked on the side of a level roadway where there is no curb.""","""b""","""The DMV handbook states on page 27 that when parked on a hill or sloping driveway, your wheels should be turned so the vehicle will not roll into the street. This is to prevent the vehicle from rolling if the brakes fail.""",27,medium
6,Which way do you turn your front wheels to park downhill next to a curb?,"""a: Into the curb, b: Away from the curb, c: Parallel to the curb""","""a""","""To park downhill next to a curb, turn your front wheels into the curb. This will prevent your car from rolling into the street if your brakes fail. 'Headed downhill: Turn your front wheels into the curb or right toward the side of the road.'""",27,easy
6,You want to park downhill on a two-way road and there is no curb. Which way do you turn your front wheels?,"""a: Straight ahead, b: Right, c: Left""","""b""","""When parking downhill on a two-way road with no curb, turn your front wheels to the right (toward the shoulder of the road). This will prevent your vehicle from rolling into oncoming traffic if the brakes fail.  'Turn the wheels so the vehicle will roll away from the center of the road if the brakes fail. Downhill: turn the wheels toward the curb.'""",27,medium
6,Who can legally park next to curb painted blue?,"""a: Someone who is either picking up or dropping off passengers at this location., b: A person who is disabled and has a special placard or vehicle license plate for disabled persons., c: A person who will only be parked at the curb for less than 15 minutes.""","""b""","""According to the DMV handbook, 'Blue: Parking for a disabled person or someone driving a disabled person with a special placard or special license plate.'""",28,easy
6,What color curb does not allow vehicles to stop or park?,"""a: Yellow., b: Red., c: White.""","""b""","""According to the DMV handbook, 'Red: No stopping, standing, or parking.'""",28,easy
6,You may not 'double park',"""a: At any time, b: Except when making a delivery, c: Except while waiting in the vehicle""","""a""","""The DMV handbook states on page 28 that 'Never park or leave your vehicle... Double parked.'""",28,easy
6,Parking is not allowed,"""a: In a tunnel, b: On the road side of a parked vehicle, c: All of the above""","""c""","""The DMV handbook lists various parking restrictions. 'Never park or leave your vehicle: In a tunnel...'  '...On a sidewalk, partially blocking a sidewalk, or in front of a driveway.' '...Double parked.' """,28,easy
6,Parking is never permitted,"""a: In a crosshatched (diagonal) pattern space, b: In a bicycle lane unless otherwise posted, c: Twenty feet from a railroad track""","""a""","""According to page 28, 'Never park or leave your vehicle... In the crosshatched (diagonal lines) area next to a designated disabled parking space.'""",28,easy
6,A curb painted blue means parking is:,"""a: Allowed for no longer than 15 minutes., b: Only allowed when picking up or dropping off passengers., c: For disabled persons with a special placard or plate.""","""c""","""According to page 28, 'Blue: Parking for a disabled person or someone driving a disabled person with a special placard or special license plate.'""",28,easy
6,A curb painted red means:,"""a: Loading zone., b: The area is reserved for picking up or dropping off passengers., c: No parking""","""c""","""According to the DMV Handbook, 'Red: No stopping, standing, or parking.'""",28,easy
6,A white painted curb indicates a:,"""a: Loading zone for freight or passengers., b: Loading zone for passengers or mail only., c: Loading zone for freight only.""","""a""","""According to page 28 of the DMV handbook, 'White: Stop only long enough to pick up or drop off passengers.'""",28,easy
6,"If it is necessary to make an emergency stop while driving on an interstate, you should:","""a: Sound your horn at passing cars to get their attention., b: Get out of your vehicle and flag down the first vehicle that passes., c: Pull off the road""","""c""","""According to the DMV handbook on page 28, 'If you must stop on a freeway, park completely off the pavement and stay in your vehicle with the doors locked until help arrives.'""",28,easy
6,It is illegal to park your vehicle:,"""a: In an unmarked crosswalk., b: Within three feet of a private driveway., c: In a bicycle lane.""","""a""","""According to page 28, 'Never park or leave your vehicle... On a marked or unmarked crosswalk.'""",28,easy
6,Placard abuse will result in:,"""a: Placard revocation only., b: Only a fine., c: Placard revocation""","""c""","""Placard abuse will result in Placard revocation. This information can be found on Page 28, 'Illegal Parking', under the 'Blue' colored curb description.""",28,easy
6,You may not park your vehicle:,"""a: On the side of the freeway in an emergency., b: Next to a red painted curb., c: Within 100 feet of an elementary school.""","""b""","""According to page 28, 'Never park or leave your vehicle... - Within 15 feet of a fire hydrant or fire station driveway. - Within 20 feet of an unmarked or marked crosswalk, or within 15 feet of a crosswalk where a curb extension is present. - Between a safety zone and curb. - Double parked. - On the wrong side of the street or on a freeway, except: - In an emergency. - When a law enforcement officer requires a stop. - Where a stop is specifically permitted. - Where a No Parking sign is posted. - On a marked or unmarked crosswalk. - On a sidewalk, partially blocking a sidewalk, or in front of a driveway. - Within three feet of a sidewalk ramp for disabled persons. - In front of or on a curb that provides wheelchair access to a sidewalk. - In the crosshatched (diagonal lines) area next to a designated disabled parking space. - In a space designated for parking or fueling zero-emission vehicles, unless you are driving a zero-emission vehicle. - In a tunnel or on a bridge, unless permitted by signs.  -  Red: No stopping, standing, or parking.'""",28,easy
6,You must show proof of insurance to law enforcement:,"""a: Only if you are involved in a collision., b: If you are involved in a collision or stopped for a citation., c: Only if you are stopped and cited.""","""b""","""The DMV handbook states on page 29, 'The driver of a stopped vehicle must produce a driver's license, proof of insurance, and vehicle registration when stopped by law enforcement.' This implies that proof of insurance is required during a traffic stop, not just when involved in a collision.""",29,easy
7,A solid yellow arrow on a traffic signal means:,"""a: You should speed up so you can make the turn before the light changes., b: You do not need to signal to turn from the indicated lane., c: You should prepare to stop and yield the right-of-way to oncoming traffic.""","""c""","""A yellow arrow means the protected turning time is ending. The signal will change soon. If you cannot stop safely or you are already in the intersection, cautiously complete your turn. Pay attention to the next signal. It could be a: - Green or red traffic signal light. - Red arrow.""",33,easy
7,A steady red arrow displayed on a traffic light means:,"""a: Drivers cannot turn in the indicated direction., b: Drivers may turn in the indicated direction after coming to a complete stop., c: Drivers may turn in the indicated direction.""","""a""","""A red arrow means STOP. Do not turn at a red arrow. Remain stopped until a green traffic signal light or green arrow appears.""",33,easy
7,"A steady yellow traffic signal light is a warning that the light is about to change to red. If you are already within the intersection when a green light changes to yellow, you should:","""a: Stop., b: Continue moving and clear the intersection safely., c: Increase your speed so as not to cause an accident.""","""b""","""A yellow traffic signal light means CAUTION. The light is about to turn red. When you see a yellow traffic signal light, stop, if you can do so safely. If you cannot stop safely, cautiously cross the intersection.""",33,easy
7,"Before stopping your vehicle at a traffic signal or sign, you should:","""a: Press down hard on the accelerator., b: Check your mirrors for surrounding traffic., c: Set the parking brake.""","""b""","""Before stopping at a traffic signal or sign, it is crucial to be aware of your surroundings to make safe driving decisions. The DMV handbook states that you should check your mirrors for surrounding traffic before entering an intersection. This ensures that you are aware of other vehicles that may also be approaching the intersection and helps prevent collisions.""",33,easy
7,It is legal to make a left turn at a red traffic light after stopping only if:,"""a: You are traveling on a two-way street and turning onto a two-way street., b: You are traveling on a one-way street and turning onto another one-way street., c: You yield to all other traffic at the intersection.""","""b""","""The DMV handbook states on page 33, 'You may turn left against a red light when you are turning from a one-way street onto a one-way street.'""",33,easy
7,What does a traffic signal with a yellow left arrow indicate?,"""a: Drivers should prepare to yield to oncoming traffic., b: The protected left turn is about to end., c: Both of the above.""","""c""","""A yellow arrow means the protected turning time is ending. The signal will change soon. If you cannot stop safely or you are already in the intersection, cautiously complete your turn. Pay attention to the next signal. It could be a: - Green or red traffic signal light. - Red arrow.""",33,medium
7,What is the difference between traffic lights with red arrows and those with solid red lights?,"""a: Red arrows are only used to stop traffic which is turning., b: Red arrows are only used for protected turn lanes., c: You cannot turn on a red arrow""","""c""","""A red arrow means STOP. Do not turn at a red arrow. Remain stopped until a green traffic signal light or green arrow appears.""",33,easy
7,"When approaching an intersection that is controlled by a flashing red traffic signal, you must:","""a: Come to a complete stop, b: Reduce your speed and proceed with caution., c: Come to a complete stop and remain stopped as long as the light is red.""","""a""","""A flashing red traffic signal light means STOP. After stopping, you may go when it is safe.""",33,easy
7,You are approaching an intersection at the posted speed limit when the signal turns yellow. You should:,"""a: Slow down and proceed through the intersection without caution., b: Speed up to cross the intersection before the light turns red., c: Stop before entering the intersection""","""c""","""A yellow traffic signal light means CAUTION. The light is about to turn red. When you see a yellow traffic signal light, stop, if you can do so safely. If you cannot stop safely, cautiously cross the intersection.""",33,easy
7,"You are approaching an intersection where a traffic signal is displaying a steady yellow light. If you have not already entered the intersection, you should:","""a: Speed up to beat the red light., b: Reduce you speed and proceed carefully through the intersection., c: Come to a safe stop.""","""c""","""A yellow traffic signal light means CAUTION. The light is about to turn red. When you see a yellow traffic signal light, stop, if you can do so safely. If you cannot stop safely, cautiously cross the intersection.""",33,easy
7,You are required to stop your vehicle:,"""a: At any intersection where a police officer orders you to stop., b: Where there is a red traffic light., c: Both of the above.""","""c""","""Both options are correct.  A red light means stop, and a police officer has authority to order a vehicle to stop.  'A red traffic signal light means STOP.' 'Obey any direction, order, or signal given by a law enforcement officer'""",33,easy
7,"The traffic light is green and you want to drive straight through an intersection. If a car is already in the intersection and is making a turn, you must","""a: Enter the intersection and then stop, b: Drive through the intersection. You have the right-of-way, c: Let that car complete its turn before you enter the intersection""","""c""","""Even if you have a green light, you must still yield to vehicles, bicyclists, or pedestrians already in the intersection. 'You should still stop for any vehicle, bicyclist, or pedestrian in the intersection. Only proceed if you have enough space without creating a danger to any oncoming vehicle, bicyclist, or pedestrian.' """,34,easy
7,When is it safe to enter an intersection on a solid green light?,"""a: when you can go around the traffic already in the intersection, b: when you have enough space to cross the intersection before the light turns red, c: when you cannot completely cross the intersection""","""b""","""The DMV handbook states, 'Only proceed if you have enough space without creating a danger to any oncoming vehicle, bicyclist, or pedestrian. Do not enter the intersection if you cannot get completely across before the traffic signal light turns red.'""",34,medium
7,A flashing yellow traffic signal at an intersection means:,"""a: You should treat the signal like a stop sign., b: Stop. Yield to all cross traffic before crossing in the intersection., c: Slow down and be alert at the upcoming intersection.""","""c""","""A flashing yellow traffic signal means CAUTION. 'A flashing yellow traffic signal light is a warning to PROCEED WITH CAUTION. Slow down and be alert. You do not need to stop.'""",34,easy
7,A steady green traffic light at an intersection means:,"""a: Increase your speed., b: Adjust your mirrors., c: You may continue through the intersection at a safe and reasonable speed""","""c""","""A solid green traffic signal light means GO. You should still stop for any vehicle, bicyclist, or pedestrian in the intersection. Only proceed if you have enough space without creating a danger to any oncoming vehicle, bicyclist, or pedestrian.""",34,easy
7,"At a red traffic light with a green arrow, you may proceed in the direction of the arrow if:","""a: You first come to a complete stop., b: You wait until the light changes., c: You are in the proper lane and the roadway is clear.""","""c""","""A green arrow means GO in the direction the arrow is pointing. The green arrow allows you to make a protected turn. Oncoming vehicles are stopped by a red traffic signal light. """,34,easy
7,It is against the law to enter an intersection when:,"""a: You can't get all the way across before the light turns red., b: The light is flashing yellow and you didn't stop first., c: The light is yellow and you cannot stop safely.""","""a""","""According to the DMV handbook on page 34, 'Do not enter the intersection if you cannot get completely across before the traffic signal light turns red.'""",34,easy
7,"On a green arrow, you must:","""a: Yield to any vehicle, b: Yield to pedestrians only in the intersection., c: Wait four seconds before proceeding.""","""c""","""A green arrow means GO in the direction the arrow is pointing. The green arrow allows you to make a protected turn. Oncoming vehicles are stopped by a red traffic signal light. """,34,easy
7,What should a driver do when approaching a traffic control signal that is not in operation?,"""a: Come to a full stop and yield the right-of-way before entering the intersection., b: If the intersection is clear, c: Drive quickly through the intersection to get out of the way of other vehicles.""","""a""","""When a traffic light is not working, stop as if the intersection is controlled by STOP signs in all directions. Then proceed cautiously when it is safe to do so.""",34,medium
